time,user,uj,step,cycle,error type,error cause,cause message/ddi
2018-01-29 07:56:39,0009,Open and Assign CM WO as Supervisor,Select WO,337,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 07:57:20,0009,Open and Assign CM WO as Supervisor,Select WO,338,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 07:57:55,0009,Open and Assign CM WO as Supervisor,Select WO,339,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 07:58:33,0009,Open and Assign CM WO as Supervisor,Select WO,340,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 07:59:10,0009,Open and Assign CM WO as Supervisor,Select WO,341,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 07:59:43,0009,Open and Assign CM WO as Supervisor,Select WO,342,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:00:18,0009,Open and Assign CM WO as Supervisor,Select WO,343,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:00:52,0009,Open and Assign CM WO as Supervisor,Select WO,344,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:01:26,0009,Open and Assign CM WO as Supervisor,Select WO,345,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:01:53,0009,Open and Assign CM WO as Supervisor,Select WO,346,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:02:30,0009,Open and Assign CM WO as Supervisor,Select WO,347,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:03:08,0009,Open and Assign CM WO as Supervisor,Select WO,348,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:03:47,0009,Open and Assign CM WO as Supervisor,Select WO,349,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:04:18,0009,Open and Assign CM WO as Supervisor,Select WO,350,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:04:54,0009,Open and Assign CM WO as Supervisor,Select WO,351,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:05:24,0009,Open and Assign CM WO as Supervisor,Select WO,352,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:05:53,0009,Open and Assign CM WO as Supervisor,Select WO,353,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:06:32,0009,Open and Assign CM WO as Supervisor,Select WO,354,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:07:12,0009,Open and Assign CM WO as Supervisor,Select WO,355,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:07:50,0009,Open and Assign CM WO as Supervisor,Select WO,356,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:08:31,0009,Open and Assign CM WO as Supervisor,Select WO,357,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:09:09,0009,Open and Assign CM WO as Supervisor,Select WO,358,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:09:38,0009,Open and Assign CM WO as Supervisor,Select WO,359,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:10:15,0009,Open and Assign CM WO as Supervisor,Select WO,360,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:10:57,0009,Open and Assign CM WO as Supervisor,Select WO,361,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:11:30,0009,Open and Assign CM WO as Supervisor,Select WO,362,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:12:02,0009,Open and Assign CM WO as Supervisor,Select WO,363,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:12:29,0009,Open and Assign CM WO as Supervisor,Select WO,364,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:13:09,0009,Open and Assign CM WO as Supervisor,Select WO,365,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:13:43,0009,Open and Assign CM WO as Supervisor,Select WO,366,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:14:20,0009,Open and Assign CM WO as Supervisor,Select WO,367,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:14:53,0009,Open and Assign CM WO as Supervisor,Select WO,368,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:15:31,0009,Open and Assign CM WO as Supervisor,Select WO,369,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:16:01,0009,Open and Assign CM WO as Supervisor,Select WO,370,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:16:33,0009,Open and Assign CM WO as Supervisor,Select WO,371,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:17:03,0009,Open and Assign CM WO as Supervisor,Select WO,372,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:17:30,0009,Open and Assign CM WO as Supervisor,Select WO,373,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:18:11,0009,Open and Assign CM WO as Supervisor,Select WO,374,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:18:51,0009,Open and Assign CM WO as Supervisor,Select WO,375,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:19:27,0009,Open and Assign CM WO as Supervisor,Select WO,376,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:19:56,0009,Open and Assign CM WO as Supervisor,Select WO,377,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:20:36,0009,Open and Assign CM WO as Supervisor,Select WO,378,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:21:11,0009,Open and Assign CM WO as Supervisor,Select WO,379,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:21:49,0009,Open and Assign CM WO as Supervisor,Select WO,380,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:22:28,0009,Open and Assign CM WO as Supervisor,Select WO,381,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:23:05,0009,Open and Assign CM WO as Supervisor,Select WO,382,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:23:44,0009,Open and Assign CM WO as Supervisor,Select WO,383,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:24:22,0009,Open and Assign CM WO as Supervisor,Select WO,384,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:25:04,0009,Open and Assign CM WO as Supervisor,Select WO,385,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:25:46,0009,Open and Assign CM WO as Supervisor,Select WO,386,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:26:17,0009,Open and Assign CM WO as Supervisor,Select WO,387,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:26:54,0009,Open and Assign CM WO as Supervisor,Select WO,388,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:27:27,0009,Open and Assign CM WO as Supervisor,Select WO,389,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:28:09,0009,Open and Assign CM WO as Supervisor,Select WO,390,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:28:49,0009,Open and Assign CM WO as Supervisor,Select WO,391,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:29:26,0009,Open and Assign CM WO as Supervisor,Select WO,392,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:29:58,0009,Open and Assign CM WO as Supervisor,Select WO,393,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:30:29,0009,Open and Assign CM WO as Supervisor,Select WO,394,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:31:00,0009,Open and Assign CM WO as Supervisor,Select WO,395,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:31:31,0009,Open and Assign CM WO as Supervisor,Select WO,396,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:32:13,0009,Open and Assign CM WO as Supervisor,Select WO,397,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:32:51,0009,Open and Assign CM WO as Supervisor,Select WO,398,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:33:33,0009,Open and Assign CM WO as Supervisor,Select WO,399,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:34:17,0009,Open and Assign CM WO as Supervisor,Select WO,400,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:34:48,0009,Open and Assign CM WO as Supervisor,Select WO,401,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:35:26,0009,Open and Assign CM WO as Supervisor,Select WO,402,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:36:00,0009,Open and Assign CM WO as Supervisor,Select WO,403,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:36:31,0009,Open and Assign CM WO as Supervisor,Select WO,404,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:37:30,0009,Open and Assign CM WO as Supervisor,Select WO,405,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:37:59,0009,Open and Assign CM WO as Supervisor,Select WO,406,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:38:37,0009,Open and Assign CM WO as Supervisor,Select WO,407,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:39:04,0009,Open and Assign CM WO as Supervisor,Select WO,408,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:39:42,0009,Open and Assign CM WO as Supervisor,Select WO,409,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:40:19,0009,Open and Assign CM WO as Supervisor,Select WO,410,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:40:59,0009,Open and Assign CM WO as Supervisor,Select WO,411,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:41:37,0009,Open and Assign CM WO as Supervisor,Select WO,412,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:42:06,0009,Open and Assign CM WO as Supervisor,Select WO,413,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:42:43,0009,Open and Assign CM WO as Supervisor,Select WO,414,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:43:26,0009,Open and Assign CM WO as Supervisor,Select WO,415,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:44:02,0009,Open and Assign CM WO as Supervisor,Select WO,416,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:44:45,0009,Open and Assign CM WO as Supervisor,Select WO,417,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:45:27,0009,Open and Assign CM WO as Supervisor,Select WO,418,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:46:09,0009,Open and Assign CM WO as Supervisor,Select WO,419,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:46:38,0009,Open and Assign CM WO as Supervisor,Select WO,420,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:47:15,0009,Open and Assign CM WO as Supervisor,Select WO,421,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:47:53,0009,Open and Assign CM WO as Supervisor,Select WO,422,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:48:34,0009,Open and Assign CM WO as Supervisor,Select WO,423,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:49:10,0009,Open and Assign CM WO as Supervisor,Select WO,424,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:49:50,0009,Open and Assign CM WO as Supervisor,Select WO,425,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:50:19,0009,Open and Assign CM WO as Supervisor,Select WO,426,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:50:51,0009,Open and Assign CM WO as Supervisor,Select WO,427,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:51:22,0009,Open and Assign CM WO as Supervisor,Select WO,428,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:52:00,0009,Open and Assign CM WO as Supervisor,Select WO,429,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:52:33,0009,Open and Assign CM WO as Supervisor,Select WO,430,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:53:08,0009,Open and Assign CM WO as Supervisor,Select WO,431,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:53:42,0009,Open and Assign CM WO as Supervisor,Select WO,432,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:54:23,0009,Open and Assign CM WO as Supervisor,Select WO,433,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:55:02,0009,Open and Assign CM WO as Supervisor,Select WO,434,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:55:44,0009,Open and Assign CM WO as Supervisor,Select WO,435,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:56:18,0009,Open and Assign CM WO as Supervisor,Select WO,436,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:57:01,0009,Open and Assign CM WO as Supervisor,Select WO,437,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:57:39,0009,Open and Assign CM WO as Supervisor,Select WO,438,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:58:13,0009,Open and Assign CM WO as Supervisor,Select WO,439,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:58:54,0009,Open and Assign CM WO as Supervisor,Select WO,440,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:59:28,0009,Open and Assign CM WO as Supervisor,Select WO,441,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 08:59:56,0009,Open and Assign CM WO as Supervisor,Select WO,442,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:00:32,0009,Open and Assign CM WO as Supervisor,Select WO,443,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:01:10,0009,Open and Assign CM WO as Supervisor,Select WO,444,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:01:46,0009,Open and Assign CM WO as Supervisor,Select WO,445,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:02:18,0009,Open and Assign CM WO as Supervisor,Select WO,446,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:02:50,0009,Open and Assign CM WO as Supervisor,Select WO,447,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:03:19,0009,Open and Assign CM WO as Supervisor,Select WO,448,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:03:45,0009,Open and Assign CM WO as Supervisor,Select WO,449,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:04:28,0009,Open and Assign CM WO as Supervisor,Select WO,450,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:05:01,0009,Open and Assign CM WO as Supervisor,Select WO,451,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:05:30,0009,Open and Assign CM WO as Supervisor,Select WO,452,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:06:03,0009,Open and Assign CM WO as Supervisor,Select WO,453,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:06:35,0009,Open and Assign CM WO as Supervisor,Select WO,454,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:07:14,0009,Open and Assign CM WO as Supervisor,Select WO,455,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:07:41,0009,Open and Assign CM WO as Supervisor,Select WO,456,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:08:10,0009,Open and Assign CM WO as Supervisor,Select WO,457,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:08:49,0009,Open and Assign CM WO as Supervisor,Select WO,458,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:09:25,0009,Open and Assign CM WO as Supervisor,Select WO,459,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:09:58,0009,Open and Assign CM WO as Supervisor,Select WO,460,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:10:34,0009,Open and Assign CM WO as Supervisor,Select WO,461,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:11:04,0009,Open and Assign CM WO as Supervisor,Select WO,462,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:11:38,0009,Open and Assign CM WO as Supervisor,Select WO,463,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:12:12,0009,Open and Assign CM WO as Supervisor,Select WO,464,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:12:47,0009,Open and Assign CM WO as Supervisor,Select WO,465,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:13:19,0009,Open and Assign CM WO as Supervisor,Select WO,466,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:13:52,0009,Open and Assign CM WO as Supervisor,Select WO,467,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:14:25,0009,Open and Assign CM WO as Supervisor,Select WO,468,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:15:02,0009,Open and Assign CM WO as Supervisor,Select WO,469,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:15:41,0009,Open and Assign CM WO as Supervisor,Select WO,470,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:16:21,0009,Open and Assign CM WO as Supervisor,Select WO,471,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:16:57,0009,Open and Assign CM WO as Supervisor,Select WO,472,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:17:30,0009,Open and Assign CM WO as Supervisor,Select WO,473,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:18:07,0009,Open and Assign CM WO as Supervisor,Select WO,474,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:18:36,0009,Open and Assign CM WO as Supervisor,Select WO,475,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:19:16,0009,Open and Assign CM WO as Supervisor,Select WO,476,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:19:45,0009,Open and Assign CM WO as Supervisor,Select WO,477,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:20:16,0009,Open and Assign CM WO as Supervisor,Select WO,478,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:20:57,0009,Open and Assign CM WO as Supervisor,Select WO,479,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:21:31,0009,Open and Assign CM WO as Supervisor,Select WO,480,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:22:09,0009,Open and Assign CM WO as Supervisor,Select WO,481,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:22:48,0009,Open and Assign CM WO as Supervisor,Select WO,482,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:23:28,0009,Open and Assign CM WO as Supervisor,Select WO,483,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:24:02,0009,Open and Assign CM WO as Supervisor,Select WO,484,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:24:30,0009,Open and Assign CM WO as Supervisor,Select WO,485,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:25:06,0009,Open and Assign CM WO as Supervisor,Select WO,486,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:25:44,0009,Open and Assign CM WO as Supervisor,Select WO,487,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:26:24,0009,Open and Assign CM WO as Supervisor,Select WO,488,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:26:52,0009,Open and Assign CM WO as Supervisor,Select WO,489,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:27:22,0009,Open and Assign CM WO as Supervisor,Select WO,490,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:27:55,0009,Open and Assign CM WO as Supervisor,Select WO,491,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:28:30,0009,Open and Assign CM WO as Supervisor,Select WO,492,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:29:09,0009,Open and Assign CM WO as Supervisor,Select WO,493,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:29:42,0009,Open and Assign CM WO as Supervisor,Select WO,494,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:30:21,0009,Open and Assign CM WO as Supervisor,Select WO,495,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:30:55,0009,Open and Assign CM WO as Supervisor,Select WO,496,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:31:33,0009,Open and Assign CM WO as Supervisor,Select WO,497,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:32:14,0009,Open and Assign CM WO as Supervisor,Select WO,498,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:32:44,0009,Open and Assign CM WO as Supervisor,Select WO,499,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:33:24,0009,Open and Assign CM WO as Supervisor,Select WO,500,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
